index	video	video_path	duration	domain	candidates	sub_category	task_type	subtitle_path	question	answer	prediction	score
2352	jIx5Zi84Z3Q	./video/jIx5Zi84Z3Q.mp4	long	Artistic Performance	"['A. Her efforts to seek artistic recognition were met with opposition from family and friends.', 'B. Her secret financial dealings and the consequent threat of exposure.', ""C. Her ambition to take over her husband's business, which creates an irreconcilable conflict with him."", ""D. Her efforts to restore the family's lost wealth to no avail.""]"	Stage Play	Action Reasoning	./subtitle/jIx5Zi84Z3Q.srt	What is the central conflict involving the woman dressed in a black top and white skirt in the video?	B	C	0.0
2353	jIx5Zi84Z3Q	./video/jIx5Zi84Z3Q.mp4	long	Artistic Performance	['A. As light-hearted and imprudent with money.', 'B. As an entrepreneurial spirit with a knack for business.', 'C. As the stern matriarch ruling over her household.', 'D. As a dutiful and compliant offspring.']	Stage Play	Object Reasoning	./subtitle/jIx5Zi84Z3Q.srt	How is the character of the woman dressed in a white skirt and black top perceived at the beginning of the play?	A	A	1.0
2354	jIx5Zi84Z3Q	./video/jIx5Zi84Z3Q.mp4	long	Artistic Performance	"['A. He is generous and lax with both his family and employees.', ""B. He encourages the woman's autonomy and treats his workers equitably."", 'C. He is unaware of domestic matters and avoids involvement in employee disputes.', 'D. He is authoritarian and patronizing in his personal and professional relations.']"	Stage Play	Object Reasoning	./subtitle/jIx5Zi84Z3Q.srt	What can be inferred about the man dressed in a formal suit and dark hat's attitude towards the woman in the white skirt and his employees?	D	D	1.0
2355	P69idA8JO98	./video/P69idA8JO98.mp4	long	Artistic Performance	['A. She is on a quest to find a hidden treasure.', 'B. She is kidnapped by the miners from her castle.', 'C. She is sent to the forest by her wicked stepmother and finds their home.', 'D. She wanders into the forest out of curiosity and stumbles upon their cottage.']	Stage Play	Action Reasoning	./subtitle/P69idA8JO98.srt	How does Snow White come to meet the seven miners?	C	C	1.0
2356	P69idA8JO98	./video/P69idA8JO98.mp4	long	Artistic Performance	['A. She is trapped on a cliff and meets her end by a falling boulder.', 'B. She is overthrown by the miners and banished from the kingdom.', 'C. She is forgiven by Snow White and reforms her ways.', 'D. She flees the kingdom to seek power elsewhere.']	Stage Play	Action Recognition	./subtitle/P69idA8JO98.srt	What is the Queen's fate in the video?	A	A	1.0
2357	P69idA8JO98	./video/P69idA8JO98.mp4	long	Artistic Performance	['A. She won the friendship of the miners and the creatures of the forest.', 'B. She was a skilled princess who fights for justice.', 'C. She has magic that helps her control nature.', 'D. She was a musician known throughout the country.']	Stage Play	Action Reasoning	./subtitle/P69idA8JO98.srt	What inference can be made about the actress on her interactions in the video?	A	A	1.0
2358	FkrIcmXvv18	./video/FkrIcmXvv18.mp4	long	Artistic Performance	['A. The rivalry and eventual alliance between two noble houses.', 'B. The forbidden romance between a young man and a woman from feuding families.', 'C. The comedic mishaps of two young lovers from different cities.', 'D. The quest of a knight to win the love of a princess.']	Stage Play	Information Synopsis	./subtitle/FkrIcmXvv18.srt	What is the main plot of the video?	B	B	1.0
2359	FkrIcmXvv18	./video/FkrIcmXvv18.mp4	long	Artistic Performance	['A. He believes in the Goddess because no one but the Goddess could know and admire his good deeds.', 'B. He believes in and strictly abides by the social order.', 'C. He hopes that love would reconcile feuding families.', 'D. It cannot be inferred from the video.']	Stage Play	Object Reasoning	./subtitle/FkrIcmXvv18.srt	Based on the actions of the friar in the video, what can be inferred about his beliefs?	D	C	0.0
2360	FkrIcmXvv18	./video/FkrIcmXvv18.mp4	long	Artistic Performance	"['A. They are cautious and thoughtful about their relationship.', ""B. They are rebellious and seek to defy their families' wishes at every turn."", 'C. They are impulsive and driven by strong emotions.', 'D. They are manipulative and use their love to gain social standing.']"	Stage Play	Action Reasoning	./subtitle/FkrIcmXvv18.srt	What does the decision of the two main characters in the video to get married tell us about their characters?	C	C	1.0
2361	6dmTmP4Dsw8	./video/6dmTmP4Dsw8.mp4	long	Artistic Performance	['A. The story of a princess who searches for her long-lost family and is finally reunited.', 'B. The story of a knight who fights the evil witch to save the kingdom.', 'C. The story of a princess who discovers her magical powers and their consequences.', 'D. The story of a knight who saves and awakens a princess from a dragon.']	Stage Play	Information Synopsis	./subtitle/6dmTmP4Dsw8.srt	What overarching story is told in the video?	C	C	1.0
2362	6dmTmP4Dsw8	./video/6dmTmP4Dsw8.mp4	long	Artistic Performance	['A. she was banished from the country.', 'B. she was greatly oppressed by life and wished to go for freedom.', 'C. she exposed her superpowers, causing her to panic.', 'D. she was pursuing a prophecy about her fate.']	Stage Play	Action Reasoning	./subtitle/6dmTmP4Dsw8.srt	What motivates the main character to flee her hometown?	C	B	0.0
2363	6dmTmP4Dsw8	./video/6dmTmP4Dsw8.mp4	long	Artistic Performance	['A. She sees her superpowers as a threat and isolates herself, unintentionally causing harm to her kingdom.', 'B. She sees her superpowers as an asset and wishes to convince the past to use them to create value for her kingdom and benefit her people.', 'C. Her superpowers inspire ambition; she desires to use her superpowers to earn a place for herself in her kingdom and begins to formulate meticulous plans.', 'D. She is indifferent to her kingdom and abandons it without a second thought.']	Stage Play	Action Reasoning	./subtitle/6dmTmP4Dsw8.srt	What can be inferred about how the video's protagonist initially treated her powers and her kingdom?	A	A	1.0
2364	i7ivyMFsw-w	./video/i7ivyMFsw-w.mp4	long	Artistic Performance	"[""A. The historical influence of Shakespeare's works."", 'B. The comparison between different adaptations of ""Hamlet"".', ""C. The exploration of Hamlet's character in modern cinema."", ""D. Kenneth Branagh's journey in playing Hamlet.""]"	Stage Play	Information Synopsis	./subtitle/i7ivyMFsw-w.srt	What is the video primarily focused on?	D	D	1.0
2365	i7ivyMFsw-w	./video/i7ivyMFsw-w.mp4	long	Artistic Performance	"['A. Set design and construction.', 'B. Costume design and wardrobe malfunctions.', ""C. Actor's preparation and character development."", 'D. Financial struggles of putting on a Shakespearean play.']"	Stage Play	Attribute Perception	./subtitle/i7ivyMFsw-w.srt	What aspect of theatre production is highlighted according to the video?	C	C	1.0
2366	i7ivyMFsw-w	./video/i7ivyMFsw-w.mp4	long	Artistic Performance	['A. The play is likely to be an amateur production, but the overall production is well done.', 'B. The play promises to be a high-quality production due to rigorous casting and a deep understanding of the material.', 'C. With inexperienced but well-mannered actors, the play may break through expectations and achieve great results.', 'D. Due to the complexity of the script and the very high demand for props, the production of the play will encounter difficulties.']	Stage Play	Object Reasoning	./subtitle/i7ivyMFsw-w.srt	What can be inferred about the overall quality of the play's production?	B	B	1.0
2367	RgJVug6iNs8	./video/RgJVug6iNs8.mp4	long	Artistic Performance	['A. The adventures of the three little pigs as they search for wealth and build houses.', 'B. A cooking competition for the three little pigs.', 'C. A suspenseful story about the disappearance of the three little pigs.', 'D. A story about a battle of wits between the three little pigs and a cunning wolf.']	Stage Play	Information Synopsis	./subtitle/RgJVug6iNs8.srt	What is the central theme of the performance?	A	D	0.0
2368	RgJVug6iNs8	./video/RgJVug6iNs8.mp4	long	Artistic Performance	['A. The wolf becomes friends with the pigs and they live harmoniously.', 'B. The wolf falls into a pot of boiling water and is fatally boiled.', 'C. The wolf is captured by a hunter passing by.', 'D. The wolf runs away and never returns to bother the pigs again.']	Stage Play	Object Recognition	./subtitle/RgJVug6iNs8.srt	How does the story of the wolf conclude in the video?	B	B	1.0
2369	RgJVug6iNs8	./video/RgJVug6iNs8.mp4	long	Artistic Performance	"['A. The story is about the rewards of hard work and ingenuity in building a better life.', 'B. The story focuses on the wolf using his resourcefulness to make a living by invading the pigs to get food.', 'C. The story follows the pigs and the wolf from hostility to becoming friends in the end.', ""D. Can't be inferred from the video.""]"	Stage Play	Object Reasoning	./subtitle/RgJVug6iNs8.srt	What can be inferred about the storyline of the video?	A	D	0.0
2370	9tBsMSDoDqk	./video/9tBsMSDoDqk.mp4	long	Artistic Performance	['A. (c)(a)(e)(d)(b).', 'B. (c)(d)(a)(e)(b).', 'C. (a)(e)(b)(c)(d).', 'D. (a)(b)(d)(c)(e).']	Magic Show	Temporal Reasoning	./subtitle/9tBsMSDoDqk.srt	"In which order are the following magics performed in this video?
(a) Finding words in a dictionary.
(b) Drawing a diamond using a match.
(c) Producing a popcoin from eyes.
(d) Seeing things through a bearded dragon.
(e) Inducing judges to choose the cards that they get."	B	A	0.0
2371	9tBsMSDoDqk	./video/9tBsMSDoDqk.mp4	long	Artistic Performance	['A. By using miniature microphone vocalization.', 'B. By using a hidden voice modulator device.', 'C. By human ventriloquism.', 'D. By employing a highly trained animal mimicry specialist.']	Magic Show	Action Reasoning	./subtitle/9tBsMSDoDqk.srt	What is the most possible reason why a bearded dragon can speak in the second magic performance?	C	C	1.0
2372	9tBsMSDoDqk	./video/9tBsMSDoDqk.mp4	long	Artistic Performance	['A. A collection of 5 magicians that shocked the judges.', 'B. A talent show with various acts, including magic performances.', 'C. A comedy skit featuring magicians and their funny mishaps.', 'D. A tutorial on how to perform magic tricks.']	Magic Show	Information Synopsis	./subtitle/9tBsMSDoDqk.srt	Which summarizes the main content of the video?	A	B	0.0
2373	0bwyCF0HteE	./video/0bwyCF0HteE.mp4	long	Artistic Performance	['A. 10.', 'B. 9.', 'C. 8.', 'D. 7.']	Magic Show	Counting Problem	./subtitle/0bwyCF0HteE.srt	How many magic shows are included in this video?	A	C	0.0
2374	0bwyCF0HteE	./video/0bwyCF0HteE.mp4	long	Artistic Performance	"['A. It incorporates fire manipulation and pyrotechnics.', 'B. It includes a disappearing act with a grand illusion.', 'C. It features mind-reading and psychic abilities.', ""D. It is about dogs' quick change, while others are about humans' quick change.""]"	Magic Show	Action Reasoning	./subtitle/0bwyCF0HteE.srt	What is special about the second magic?	D	B	0.0
2375	0bwyCF0HteE	./video/0bwyCF0HteE.mp4	long	Artistic Performance	['A. Cards trick magics.', 'B. Quick change magics.', 'C. Street magics.', 'D. Coins trick magics.']	Magic Show	Action Recognition	./subtitle/0bwyCF0HteE.srt	What are the magic tricks about?	B	B	1.0
2376	hIJtZN8w03A	./video/hIJtZN8w03A.mp4	long	Artistic Performance	"['A. This video showcases the incredible skills of magicians who can perform mind-boggling sleight of hand tricks, leaving the audience in awe of their abilities.', 'B. The video explores the deep-rooted connection between magic and supernatural forces, providing evidence of the existence of mystical powers and their influence on magic tricks.', 'C. This video takes a historical approach, tracing the origins of magic back to ancient mystical rituals and delving into the rich history of magical practices across different cultures.', ""D. This video exposes the untold truths about the world's most famous magicians and discovers the science and methods behind magic tricks that appear to be pure sorcery.""]"	Magic Show	Information Synopsis	./subtitle/hIJtZN8w03A.srt	What is the main focus of this video?	D	D	1.0
2377	hIJtZN8w03A	./video/hIJtZN8w03A.mp4	long	Artistic Performance	"['A. The video reveals each magic trick by employing a team of professional magicians who analyze the performances and provide insights into the techniques used.', 'B. The video reveals each magic trick by first quickly recapping each performance and then illustrating the illusion.', 'C. The video reveals each magic trick by showcasing interviews with audience members who witnessed the tricks firsthand and share their observations and theories.', ""D. The video reveals each magic trick by utilizing cutting-edge technology that captures and analyzes the magician's movements, allowing viewers to see the precise mechanics behind each illusion.""]"	Magic Show	Action Recognition	./subtitle/hIJtZN8w03A.srt	How does this video reveal each magic trick?	B	B	1.0
2378	hIJtZN8w03A	./video/hIJtZN8w03A.mp4	long	Artistic Performance	['A. 7.', 'B. 9.', 'C. 11.', 'D. 13.']	Magic Show	Counting Problem	./subtitle/hIJtZN8w03A.srt	How many tricks are revealed in this video?	C	C	1.0
2379	XDq08lk5GnQ	./video/XDq08lk5GnQ.mp4	long	Artistic Performance	['A. The video features a magician who can control the elements and manipulate fire, water, and wind.', 'B. The video highlights a magician who performs several astonishing magics on the stage.', 'C. The video features a magician who reveals the secrets behind famous magic tricks.', 'D. The video showcases a magician who can transform ordinary objects into gold with his magic.']	Magic Show	Information Synopsis	./subtitle/XDq08lk5GnQ.srt	What is the primary focus of this video?	C	B	0.0
2380	XDq08lk5GnQ	./video/XDq08lk5GnQ.mp4	long	Artistic Performance	"['A. The key to the illusion is a spring at the center to stretch a special teaspoon.', 'B. The key to the illusion is using a hidden magnet to manipulate the teaspoon.', ""C. The key to the illusion is a special chemical coating on the teaspoon that reacts to the magician's touch."", 'D. The key to the illusion is a miniature robotic arm hidden inside the teaspoon.']"	Magic Show	Action Reasoning	./subtitle/XDq08lk5GnQ.srt	What is the key to the illusion of bending a teaspoon with his mind?	A	A	1.0
2381	XDq08lk5GnQ	./video/XDq08lk5GnQ.mp4	long	Artistic Performance	"['A. To create an optical illusion that makes it appear as though the magician is in two places at once.', ""B. To prevent the audience from seeing the magician's escape route."", 'C. To enhance the visual aesthetics of the performance and create a mesmerizing atmosphere for the audience.', ""D. To serve as a symbolic representation of the magician's ability to manipulate reality and bend the laws of physics.""]"	Magic Show	Object Reasoning	./subtitle/XDq08lk5GnQ.srt	What is the purpose of the mirrors in the last magic?	B	A	0.0
2382	D97vMwfWxvI	./video/D97vMwfWxvI.mp4	long	Artistic Performance	['A. This video shows several magic tricks and introduces the magicians involved and their past journey.', 'B. The magician in the video reveals the secrets behind several magic tricks.', 'C. The magician in the video was able to show the audience a few magic tricks that he is good at.', 'D. The magician in the video performed a series of dangerous stunts.']	Magic Show	Information Synopsis	./subtitle/D97vMwfWxvI.srt	What is this video mainly about?	B	C	0.0
2383	D97vMwfWxvI	./video/D97vMwfWxvI.mp4	long	Artistic Performance	['A. (d)(a)(b)(c).', 'B. (d)(c)(a)(b).', 'C. (c)(d)(a)(b).', 'D. (c)(a)(d)(b).']	Magic Show	Temporal Reasoning	./subtitle/D97vMwfWxvI.srt	"In which order are the following magics performed in this video?
(a) Bend the straw with spirits.
(b) Two kinds of snacks are poured out of the packaging bag.
(c) Two coins on the plate turn into seven.
(d) Coins drilled into the cup from the bottom."	C	B	0.0
2384	D97vMwfWxvI	./video/D97vMwfWxvI.mp4	long	Artistic Performance	['A. A string.', 'B. A coin.', 'C. A hat.', 'D. A pair of glasses.']	Magic Show	Object Recognition	./subtitle/D97vMwfWxvI.srt	Which tool is used in the first magic?	A	A	1.0
2385	_eJsOYC8SVU	./video/_eJsOYC8SVU.mp4	long	Artistic Performance	"['A. The video shows the daily routine of a magician and his daughter training in magic.', ""B. Video shows the amazing pattern talent of a magician's daughter."", 'C. The video shows a father teaching his daughter six magic tricks.', 'D. The video shows a father teaching his daughter eight magic tricks.']"	Magic Show	Information Synopsis	./subtitle/_eJsOYC8SVU.srt	What is the main content of this video?	D	C	0.0
2386	_eJsOYC8SVU	./video/_eJsOYC8SVU.mp4	long	Artistic Performance	['A. Cards.', 'B. A string.', 'C. Coins.', 'D. A calculator.']	Magic Show	Object Recognition	./subtitle/_eJsOYC8SVU.srt	Which of the following tools is not used in this video?	B	B	1.0
2387	_eJsOYC8SVU	./video/_eJsOYC8SVU.mp4	long	Artistic Performance	['A. They include the same tools for magic.', 'B. They both need an assistant.', 'C. They happen in the same place.', 'D. They both require several demonstrations.']	Magic Show	Object Reasoning	./subtitle/_eJsOYC8SVU.srt	What do the first and the fifth segments of magic in this video have in common?	C	D	0.0
2388	H6Y2KRfpRVY	./video/H6Y2KRfpRVY.mp4	long	Artistic Performance	['A. 5.', 'B. 4.', 'C. 3.', 'D. 2.']	Magic Show	Counting Problem	./subtitle/H6Y2KRfpRVY.srt	How many magics are performed in this video?	A	C	0.0
2389	H6Y2KRfpRVY	./video/H6Y2KRfpRVY.mp4	long	Artistic Performance	['A. A videotape is played during the performance.', 'B. The magician does not wear a mask.', 'C. The performance too amazing to win multiple rounds of applause.', 'D. All of the above.']	Magic Show	Object Reasoning	./subtitle/H6Y2KRfpRVY.srt	What do the first two magics performed in the video have in common?	D	C	0.0
2390	H6Y2KRfpRVY	./video/H6Y2KRfpRVY.mp4	long	Artistic Performance	['A. Tapping on the top of head.', 'B. Ten fingers crossed with volunteers.', 'C. Touching on the shoulder for three times.', 'D. Two volunteers drawing the same curve.']	Magic Show	Action Recognition	./subtitle/H6Y2KRfpRVY.srt	Which action is not included in the third magic?	B	A	0.0
2391	k2FIFQIYBvA	./video/k2FIFQIYBvA.mp4	long	Artistic Performance	"['A. Magician transforms objects into living animals and performs several card and coin tricks in front of the host, leaving the audience jaw-dropped.', 'B. A magician performs a telepathic trick to find out what the spectator across the room is thinking and what he has been through in the past three days.', 'C. A magician performs shocking magic tricks by sewing his lips together, frightening the audience, and performing scary card and nail tricks.', ""D. A magician can accurately predict the future and can accurately name a person he doesn't know.""]"	Magic Show	Information Synopsis	./subtitle/k2FIFQIYBvA.srt	What is the main focus of this video?	C	C	1.0
2392	k2FIFQIYBvA	./video/k2FIFQIYBvA.mp4	long	Artistic Performance	['A. Both of them are performed in the same place.', 'B. Both of them require 5 volunteers.', 'C. Neither of them needs deck cards.', 'D. All of the above.']	Magic Show	Action Reasoning	./subtitle/k2FIFQIYBvA.srt	What similarities exist between the first two magic tricks?	A	A	1.0
2393	k2FIFQIYBvA	./video/k2FIFQIYBvA.mp4	long	Artistic Performance	"[""A. The audience is a volunteer for the magician's performance."", ""B. The audience is the magician's trust."", ""C. The audience is the magician's specially invited guest, a very good friend of his and a magic lover."", ""D. The audience is another highly skilled magician, which enhances the magic's incredulity.""]"	Magic Show	Object Reasoning	./subtitle/k2FIFQIYBvA.srt	What is the relationship between the magician and the audience with striped shirts and brown hair?	A	C	0.0
2394	D0ZMmQjKn2Q	./video/D0ZMmQjKn2Q.mp4	long	Artistic Performance	"['A. Because the magician forgot the magic words.', 'B. Because the magic box is taken by mistake.', ""C. Because the magician's assistant sabotaged the performance."", 'D. Because the magician was cursed by a rival magician.']"	Magic Show	Action Reasoning	./subtitle/D0ZMmQjKn2Q.srt	Why does the magician fail in the first episode?	B	B	1.0
2395	D0ZMmQjKn2Q	./video/D0ZMmQjKn2Q.mp4	long	Artistic Performance	['A. (b)(a)(c)(d).', 'B. (a)(c)(d)(b).', 'C. (c)(d)(a)(b).', 'D. (d)(c)(b)(a).']	Magic Show	Temporal Reasoning	./subtitle/D0ZMmQjKn2Q.srt	"In which order do the following events happen in this video?
(a) Mr. Bean falls in love with the beautiful singer Roxy and has a wish to get an autograph from her. His attempts are mostly foiled by the bodyguard until he manages to get a kiss mark from Roxy using her handkerchief and Bean is happy.
(b) Whilst digging for treasure, Mr. Bean builds his own metal detector and goes to hunt for treasure but fails. When he manages to get the treasure and bring it to his flat.
(c) Mr. Bean and Irma are off for a day at the seaside, where his trunk gets accidentally swapped with that of a stage magician.
(d) Bean attends a hypnotism show. He unwittingly volunteers to be hypnotised; when the hypnotist makes him think he's a dog, he runs away and then back at home chases Scrapper around the garden and the house."	C	C	1.0
2396	D0ZMmQjKn2Q	./video/D0ZMmQjKn2Q.mp4	long	Artistic Performance	['A. He puts a lipstick on his face to fake a rash.', 'B. He jumps out of the plane using a parachute made of toilet paper.', 'C. He uses a jetpack hidden in his suitcase to fly off the plane.', 'D. He disguises himself as a flight attendant and exits through the emergency exit.']	Magic Show	Action Recognition	./subtitle/D0ZMmQjKn2Q.srt	How does Mr. Bean get off the plane when he finds the island is right down?	A	B	0.0
2397	Cb91B0wZYLE	./video/Cb91B0wZYLE.mp4	long	Artistic Performance	['A. (c)(b)(a)(d).', 'B. (b)(a)(d)(c).', 'C. (d)(a)(c)(b).', 'D. (a)(c)(d)(b).']	Magic Show	Temporal Reasoning	./subtitle/Cb91B0wZYLE.srt	"What is the sequence in which the following magic tricks are performed in this video?
(a) Joker inside the black Jacks sandwich is mysteriously replaced with the randomly chosen card.
(b) The positions of Aces and random cards are swapped.
(c) After a full circle of mixing up, the piles go back to where they started.
(d) The order of cards is recovered from chaos."	D	A	0.0
2398	Cb91B0wZYLE	./video/Cb91B0wZYLE.mp4	long	Artistic Performance	"[""A. Experience the supernatural with this magician's ability to communicate with spirits!."", ""B. The card trick and magic in tonight's video will fool you 99.99% of the time."", 'C. Witness the incredible levitation powers of this magician!.', 'D. Discover the secrets of time travel through this mind-bending magic performance!.']"	Magic Show	Information Synopsis	./subtitle/Cb91B0wZYLE.srt	What is the main focus of this video?	B	B	1.0
2399	Cb91B0wZYLE	./video/Cb91B0wZYLE.mp4	long	Artistic Performance	['A. Full circle.', 'B. Jack Sandwich.', 'C. Order from chaos.', 'D. Random or Ace.']	Magic Show	Attribute Perception	./subtitle/Cb91B0wZYLE.srt	According to the video, which magic trick has a tutorial?	C	C	1.0
2400	v4YhsooE5xY	./video/v4YhsooE5xY.mp4	long	Artistic Performance	['A. Frank Skinner.', 'B. Nathan.', 'C. Tim K.', 'D. Josh Whitaker.']	Variety Show	Object Reasoning	./subtitle/v4YhsooE5xY.srt	According to the beginning of the video, who used a tool to open the watermelon?	D	C	0.0
2401	v4YhsooE5xY	./video/v4YhsooE5xY.mp4	long	Artistic Performance	['A. Romesh Nathan.', 'B. Tim K.', 'C. Josh Whitaker.', 'D. Frank Skinner.']	Variety Show	Object Reasoning	./subtitle/v4YhsooE5xY.srt	In the video, while evaluating five paintings, the man with platinum blonde hair and a pure black top contends that the highest-scoring painting was created by whom?	D	C	0.0
2402	v4YhsooE5xY	./video/v4YhsooE5xY.mp4	long	Artistic Performance	['A. To wash the item he picked up in the bathtub.', 'B. To put the item he picked up into the bathtub.', 'C. To check on something inside the bathtub, possibly related to the competition.', 'D. To put the bathtub plug back in, which he might have removed earlier.']	Variety Show	Action Reasoning	./subtitle/v4YhsooE5xY.srt	What is the main purpose of Tim K bending down from the grass, standing up, walking back to the bathtub, and bending down again?	D	C	0.0
2403	TYmHe20p_zU	./video/TYmHe20p_zU.mp4	long	Artistic Performance	['A. From being unkempt to tidy.', 'B. From being poor to wealthy.', 'C. From being stressed to enjoying life.', 'D. From feeling inferior to being confident.']	Variety Show	Information Synopsis	./subtitle/TYmHe20p_zU.srt	What kind of transformation does William Holmes undergo throughout the video?	C	C	1.0
2404	TYmHe20p_zU	./video/TYmHe20p_zU.mp4	long	Artistic Performance	['A. They hope that William Holmes can become better and reunite with his girlfriend.', 'B. They want to help William Holmes and become friends with him.', 'C. They are enthusiastic about teaching their skills to others to gain a sense of achievement.', 'D. They hope William Holmes achieves a work-life balance.']	Variety Show	Action Reasoning	./subtitle/TYmHe20p_zU.srt	Why do the five members of the Feb 5 team want to help William Holmes change?	D	A	0.0
2405	TYmHe20p_zU	./video/TYmHe20p_zU.mp4	long	Artistic Performance	['A. Cooking skills.', 'B. Clothing.', 'C. Work.', 'D. Hairstyle.']	Variety Show	Information Synopsis	./subtitle/TYmHe20p_zU.srt	In the video, which aspect of William Holmes do the five members of the Feb 5 team not change?	C	C	1.0
2406	eQGSbBANfVg	./video/eQGSbBANfVg.mp4	long	Artistic Performance	['A. Slid on a rope.', 'B. Thrown directly by hand.', 'C. The flip-flop was carried on the body.', 'D. Hit with a bat.']	Variety Show	Action Recognition	./subtitle/eQGSbBANfVg.srt	In the early part of the video, how was the flip-flop that traveled the farthest thrown?	C	A	0.0
2407	eQGSbBANfVg	./video/eQGSbBANfVg.mp4	long	Artistic Performance	"['A. To increase the probability of hitting the ball.', 'B. To carry out the ""cricket appeal"" task.', ""C. That's how real cricket is played."", 'D. To make the process of hitting the ball more interesting.']"	Variety Show	Action Reasoning	./subtitle/eQGSbBANfVg.srt	In the middle part of the video, why does the girl named Danielle Walker, with golden hair and blue clothes, use a huge bat to hit the ball?	B	B	1.0
2408	eQGSbBANfVg	./video/eQGSbBANfVg.mp4	long	Artistic Performance	"['A. Luke wants to save time.', ""B. Luke didn't have time to finish what he wanted to do."", 'C. Luke wants to showcase a shorter video.', ""D. Luke doesn't want to play the upcoming video.""]"	Variety Show	Object Reasoning	./subtitle/eQGSbBANfVg.srt	"In the latter part of the video, when Luke says, ""We probably have no time."", what does this statement express about Luke's thoughts?"	D	B	0.0
2409	AeEYQ62t8hA	./video/AeEYQ62t8hA.mp4	long	Artistic Performance	['A. 4.', 'B. 3.', 'C. 2.', 'D. 5.']	Variety Show	Counting Problem	./subtitle/AeEYQ62t8hA.srt	How many guests were invited to participate in the interview in this segment of the video?	C	C	1.0
2410	AeEYQ62t8hA	./video/AeEYQ62t8hA.mp4	long	Artistic Performance	"[""A. This means that James Corden's story is very interesting, and these two men were amused."", ""B. This means that James Corden's story is not interesting, and these two men are fake laughing."", 'C. This means that James Cordon decided not to leave the show, and these two men felt very happy.', 'D. This means that James Cordon decided to leave the show, and these two men felt very happy.']"	Variety Show	Object Reasoning	./subtitle/AeEYQ62t8hA.srt	In James Corden's dream, what does it mean when the man sitting to his left in a black suit and black tie and the man sitting to his right in a dark blue top suddenly burst into laughter?	B	A	0.0
2411	AeEYQ62t8hA	./video/AeEYQ62t8hA.mp4	long	Artistic Performance	['A. He was reluctant to leave this job.', 'B. He expressed his satisfaction with the hard work of his colleagues.', 'C. He felt touched by the work he had done over the years.', 'D. He wept with joy at the achievements of the performance.']	Variety Show	Action Reasoning	./subtitle/AeEYQ62t8hA.srt	At the end of the video, why does James Corden sing a song with tears in his eyes?	A	C	0.0
2412	C8Rk__S06_M	./video/C8Rk__S06_M.mp4	long	Artistic Performance	['A. 1.', 'B. 3.', 'C. 0.', 'D. 2.']	Variety Show	Counting Problem	./subtitle/C8Rk__S06_M.srt	In the early part of the video, during the One-Eyed Monster quiz task, how many questions did the team with the boy with dark skin answer correctly?	C	C	1.0
2413	C8Rk__S06_M	./video/C8Rk__S06_M.mp4	long	Artistic Performance	"['A. The Dental Floss.', 'B. The Tide.', ""C. The TGI Friday's frozen spinach and artichoke dip."", 'D. The Rice-A-Roni.']"	Variety Show	Object Recognition	./subtitle/C8Rk__S06_M.srt	Which of the five items, guessed by the man in the red top during the price-guessing segment in the middle of the video, deviated the least from its actual price?	A	C	0.0
2414	C8Rk__S06_M	./video/C8Rk__S06_M.mp4	long	Artistic Performance	['A. Sibling relationship.', 'B. Strangers.', 'C. Romantic relationship.', 'D. Idol and fan relationship.']	Variety Show	Object Reasoning	./subtitle/C8Rk__S06_M.srt	"In the latter part of the video, during the ""Who'd you rather"" segment, what is the relationship between the man wearing a black jacket and Rihanna?"	B	C	0.0
2415	r1PoSdFWvQg	./video/r1PoSdFWvQg.mp4	long	Artistic Performance	['A. Contestants use their bodies to support the cans, achieving a taller tower.', 'B. Contestants do not knock down the already stacked can tower and use this tower to achieve a greater height.', 'C. Contestants knock down the already stacked can tower and use a new method to build a taller tower.', 'D. Cannot be determined.']	Variety Show	Attribute Perception	./subtitle/r1PoSdFWvQg.srt	In the first game of the video's early part, what is the key to winning this game of building the tallest tower?	B	C	0.0
2416	r1PoSdFWvQg	./video/r1PoSdFWvQg.mp4	long	Artistic Performance	['A. Dragging the duck by its tail.', 'B. Dragging the duck by its head.', 'C. Rolling the duck.', 'D. Pushing the duck.']	Variety Show	Action Recognition	./subtitle/r1PoSdFWvQg.srt	In the latter part of the video, which method did the contestant with the shortest time used to send inflatable ducks into the lake?	A	B	0.0
2417	r1PoSdFWvQg	./video/r1PoSdFWvQg.mp4	long	Artistic Performance	['A. A wooden table.', 'B. A wooden Pinocchio.', 'C. A stick.', 'D. A wooden painting.']	Variety Show	Object Recognition	./subtitle/r1PoSdFWvQg.srt	In the latter part of the video, which prize can Sam Campbell not obtain?	C	C	1.0
2418	dLjOLXmu68M	./video/dLjOLXmu68M.mp4	long	Artistic Performance	['A. Because the cast of X Factor is larger.', 'B. Because the X factor is original, the program quality is higher.', 'C. Because the judges of X Factor will fight for opportunities for the contestants.', 'D. Because X Factor was the first music competition program, it opened the curtain on the music competition.']	Variety Show	Action Reasoning	./subtitle/dLjOLXmu68M.srt	"When the three hosts discuss the ranking of musical competition shows, why do they think ""X Factor"" ranks the highest?"	C	D	0.0
2419	dLjOLXmu68M	./video/dLjOLXmu68M.mp4	long	Artistic Performance	"['A. Vanderpump Rules.', 'B. The Great British Bake Off.', 'C. Real Housewives.', ""D. America's Next Top Model.""]"	Variety Show	Action Reasoning	./subtitle/dLjOLXmu68M.srt	Which reality show is NOT ranked first in its respective category based on the order of the three guests in the video?	A	A	1.0
