task_type	prefix	duration	video	question	answer	candidates	index	prediction
order	video/5_order	835.17	order_157.mp4	Arrange the following events from the video in the correct chronological order: (1)The mix is poured into cupcake liners; (2)A cake with a Hershey shape is placed on a white plate; (3)Eggs, flour, and other ingredients are mixed in a bowl; (4)The cake is cut into a piece and served on a white plate.	3->1->2->4	['3->1->4->2', '1->2->3->4', '3->1->2->4', '2->3->1->4']	1530	(A) 3->1->4->2
order	video/5_order	6236.110000000001	order_260.mp4	Can you tell me which option represents the actual order of actions shown in the video?	jetskiing --> paragliding --> abseiling --> zumba	['jetskiing --> paragliding --> abseiling --> zumba', 'abseiling --> zumba --> paragliding --> jetskiing', 'zumba --> jetskiing --> abseiling --> paragliding', 'zumba --> jetskiing --> paragliding --> abseiling']	1531	(C) zumba --> jetskiing --> abseiling --> paragl
order	video/5_order	674.62	order_63.mp4	Arrange the following events from the video in the correct chronological order: (1)The action of the lures is shown underwater as several different fish go after the lures; (2)Several men show off the different lures they are using for ice fishing; (3)The video ends with the closing credits and Graphics shown on the screen; (4)An introduction comes onto the screen for a video about fishing lures.	4->2->1->3	['3->2->1->4', '4->2->1->3', '1->2->3->4', '2->1->3->4']	1532	(B) 4->2->1->3
order	video/5_order	378.04	order_323.mp4	Please identify the option that corresponds to the order of events as they occur in the video.	shredding paper --> javelin throw --> abseiling --> stomping grapes	['javelin throw --> stomping grapes --> shredding paper --> abseiling', 'shredding paper --> javelin throw --> abseiling --> stomping grapes', 'abseiling --> javelin throw --> stomping grapes --> shredding paper', 'shredding paper --> stomping grapes --> javelin throw --> abseiling']	1533	(B) shredding paper --> javelin throw --> abseiling --> stomping
order	video/5_order	1102.12	order_62.mp4	Arrange the following events from the video in the correct chronological order: (1)The chef pours soy sauce into the cup; (2)The chef shows off shredded garlic before throwing it into the cup; (3)The chef grabs a bowl of salad and shows it off; (4)The chef grabs a cup of nuts and throws it on top of a salad.	3->4->1->2	['3->4->1->2', '4->3->2->1', '1->2->3->4', '2->1->3->4']	1534	(B) 4->3->2->1
order	video/5_order	688.21	order_61.mp4	Arrange the following events from the video in the correct chronological order: (1)The chef pours soy sauce into the cup; (2)The chef shows off shredded garlic before throwing it into the cup; (3)The chef grabs a bowl of salad and shows it off; (4)The chef grabs a cup of nuts and throws it on top of a salad.	3->4->1->2	['1->2->3->4', '3->4->1->2', '2->1->3->4', '4->3->2->1']	1535	(B) 3->4->1->2
order	video/5_order	694.26	order_139.mp4	Arrange the following events from the video in the correct chronological order: (1)The batter is poured into bowls and dye is added; (2)Ingredients are shown on a counter; (3)The cake is frosted with blue frosting and sprinkles are added; (4)The pans are greased and the different colored batter is poured into them.	2->1->4->3	['1->2->3->4', '4->3->2->1', '3->4->1->2', '2->1->4->3']	1536	(D) 2->1->4->3
order	video/5_order	688.3399999999999	order_60.mp4	Arrange the following events from the video in the correct chronological order: (1)The chef pours soy sauce into the cup; (2)The chef shows off shredded garlic before throwing it into the cup; (3)The chef grabs a bowl of salad and shows it off; (4)The chef grabs a cup of nuts and throws it on top of a salad.	3->4->1->2	['3->4->1->2', '2->1->3->4', '4->3->2->1', '1->2->3->4']	1537	(A) 3->4->1->2
order	video/5_order	5936.1900000000005	order_164.mp4	Arrange the following events from the video in the correct chronological order: (1) The slack line athletes finish competing and shake hands at the finish; (2) A bald headed man performs tricks on a yellow trick line; (3) Two men meet to compete in a slack line competition; (4) The camera pans back to the bald man performing trick on the slack line and back to the man wearing a baseball cap performing tricks on the traditional line.	3->2->4->1	['4->3->2->1', '2->3->1->4', '3->2->4->1', '1->2->3->4']	1538	(C) 3->2->4->1
order	video/5_order	520.05	order_227.mp4	Can you tell me which option represents the actual order of actions shown in the video?	jetskiing --> abseiling --> making jewelry --> milking cow	['making jewelry --> abseiling --> milking cow --> jetskiing', 'jetskiing --> abseiling --> making jewelry --> milking cow', 'jetskiing --> making jewelry --> abseiling --> milking cow', 'jetskiing --> making jewelry --> milking cow --> abseiling']	1539	(B) jetskiing --> abseiling --> making jewelry --> milking cow
order	video/5_order	522.04	order_330.mp4	Can you tell me which option represents the actual order of actions shown in the video?	playing trombone --> milking cow --> cleaning toilet --> jetskiing	['playing trombone --> milking cow --> cleaning toilet --> jetskiing', 'playing trombone --> cleaning toilet --> milking cow --> jetskiing', 'cleaning toilet --> playing trombone --> milking cow --> jetskiing', 'playing trombone --> jetskiing --> milking cow --> cleaning toilet']	1540	(C) cleaning toilet --> playing trombone --> milking cow --> jetskiing
order	video/5_order	532.0899999999999	order_252.mp4	Please identify the option that corresponds to the order of events as they occur in the video.	playing trombone --> carving pumpkin --> playing harp --> cleaning toilet	['playing trombone --> carving pumpkin --> playing harp --> cleaning toilet', 'playing trombone --> cleaning toilet --> carving pumpkin --> playing harp', 'cleaning toilet --> playing trombone --> playing harp --> carving pumpkin', 'playing harp --> carving pumpkin --> playing trombone --> cleaning toilet']	1541	(A) playing trombone --> carving pumpkin --> playing harp --> cleaning toilet
order	video/5_order	6428.970000000001	order_315.mp4	Please identify the option that corresponds to the order of events as they occur in the video.	abseiling --> javelin throw --> zumba --> playing trombone	['playing trombone --> zumba --> abseiling --> javelin throw', 'playing trombone --> abseiling --> zumba --> javelin throw', 'abseiling --> javelin throw --> zumba --> playing trombone', 'playing trombone --> javelin throw --> abseiling --> zumba']	1542	(C) abseiling --> javelin throw --> zumba --> playing trombone
order	video/5_order	851.67	order_146.mp4	Arrange the following events from the video in the correct chronological order: (1)The man snowboards down a hill and turns around; (2)An old man holds a surfboard and puts on a helmet to snowboard; (3)A young person sits on the snow wearing a snowboard; (4)The man has a hot drink with other people.	2->1->4->3	['1->2->4->3', '2->1->4->3', '2->1->3->4', '1->2->3->4']	1543	(C) 2->1->3->4
order	video/5_order	6071.650000000001	order_209.mp4	Which of the following options correctly matches the sequence of actions as they actually appear in the video?	pole vault --> clean and jerk --> abseiling --> making jewelry	['pole vault --> abseiling --> clean and jerk --> making jewelry', 'clean and jerk --> abseiling --> pole vault --> making jewelry', 'making jewelry --> abseiling --> clean and jerk --> pole vault', 'pole vault --> clean and jerk --> abseiling --> making jewelry']	1544	(C) making jewelry --> abseiling --> clean and jerk --> pole vault
order	video/5_order	8177.369999999999	order_171.mp4	Arrange the following events from the video in the correct chronological order: (1)Water is added to the cup and more limes are squeezed in by hand; (2)The small bowls of salt are arranged and limes are sliced in halves; (3)The cup is stirred with more water and a set of cups filled with the refreshment are seen; (4)The limes are juiced into a cup using a hand held press.	2->4->1->3	['1->2->4->3', '2->4->1->3', '2->1->4->3', '4->2->1->3']	1545	(C) 2->1->4->3
order	video/5_order	520.02	order_234.mp4	Please identify the option that corresponds to the order of events as they occur in the video.	stomping grapes --> javelin throw --> clean and jerk --> milking cow	['stomping grapes --> javelin throw --> clean and jerk --> milking cow', 'clean and jerk --> milking cow --> javelin throw --> stomping grapes', 'milking cow --> javelin throw --> clean and jerk --> stomping grapes', 'clean and jerk --> javelin throw --> milking cow --> stomping grapes']	1546	(A) stomping grapes --> javelin throw --> clean and jerk --> milking
order	video/5_order	665.3399999999999	order_128.mp4	Arrange the following events from the video in the correct chronological order: (1)Woman tapes her hands with white tape; (2)Woman starts boxing in the ring with a guy; (3)Woman does sit ups on a towel on the beach; (4)Pictures of woman in her bikini are shown.	1->2->3->4	['4->3->2->1', '3->2->1->4', '2->1->3->4', '1->2->3->4']	1547	(C) 2->1->3->4
order	video/5_order	6126.740000000001	order_322.mp4	Which of the following options correctly matches the sequence of actions as they actually appear in the video?	cleaning toilet --> jetskiing --> tossing coin --> playing harp	['jetskiing --> playing harp --> tossing coin --> cleaning toilet', 'jetskiing --> tossing coin --> cleaning toilet --> playing harp', 'cleaning toilet --> tossing coin --> jetskiing --> playing harp', 'cleaning toilet --> jetskiing --> tossing coin --> playing harp']	1548	(B) jetskiing --> tossing coin --> cleaning toilet --> playing harp
order	video/5_order	828.52	order_153.mp4	Arrange the following events from the video in the correct chronological order: (1)A man picks up the baby from the pool; (2)A person carries two bags out of a house; (3)A baby falls into the swimming pool; (4)A dog walks out of a house.	2->4->3->1	['2->4->3->1', '1->3->2->4', '4->2->1->3', '3->1->2->4']	1549	(A) 2->4->3->1
order	video/5_order	490.03	order_216.mp4	Please identify the option that corresponds to the order of events as they occur in the video.	jetskiing --> baking cookies --> pole vault --> riding mule	['riding mule --> baking cookies --> pole vault --> jetskiing', 'baking cookies --> jetskiing --> pole vault --> riding mule', 'jetskiing --> baking cookies --> pole vault --> riding mule', 'riding mule --> pole vault --> baking cookies --> jetskiing']	1550	(C) jetskiing --> baking cookies --> pole vault --> riding mule
order	video/5_order	490.15	order_241.mp4	Please identify the option that corresponds to the order of events as they occur in the video.	playing trombone --> riding mule --> water sliding --> baking cookies	['riding mule --> baking cookies --> playing trombone --> water sliding', 'riding mule --> water sliding --> playing trombone --> baking cookies', 'water sliding --> baking cookies --> riding mule --> playing trombone', 'playing trombone --> riding mule --> water sliding --> baking cookies']	1551	(D) playing trombone --> riding mule --> water sliding --> baking cookies
order	video/5_order	485.98	order_304.mp4	Can you tell me which option represents the actual order of actions shown in the video?	water sliding --> milking cow --> riding mule --> paragliding	['milking cow --> paragliding --> water sliding --> riding mule', 'water sliding --> paragliding --> riding mule --> milking cow', 'water sliding --> milking cow --> riding mule --> paragliding', 'paragliding --> milking cow --> riding mule --> water sliding']	1552	(C) water sliding --> milking cow --> riding mule --> paragl
order	video/5_order	421.76	order_135.mp4	Arrange the following events from the video in the correct chronological order: (1)A young and a kid are doing balance in a balance rope; (2)People are walking in a bridge to see a competition of men doing tricks on top of a balance rope; (3)A man is jumping and doing tricks in a balance rope above a cold river; (4)The boy is in a competition in snowy path doing tricks on a balance rope with people behind a fence watching him.	1->2->3->4	['4->3->2->1', '3->2->1->4', '1->2->3->4', '2->1->3->4']	1553	(A) 4->3->2->1
order	video/5_order	8198.619999999999	order_160.mp4	Arrange the following events from the video in the correct chronological order: (1)Woman begins ripping the wrapping paper with her hands; (2)Woman sets the box on top of the wrapping paper and begins wrapping the box; (3)Woman lifts up a box and sets it on the table; (4)Woman grabs a pair of scissors and tape.	3->4->1->2	['3->4->1->2', '4->3->2->1', '1->2->3->4', '2->1->3->4']	1554	(C) 1->2->3->4
order	video/5_order	506.7	order_223.mp4	Which of the following options correctly matches the sequence of actions as they actually appear in the video?	cooking sausages --> jetskiing --> baking cookies --> playing harp	['cooking sausages --> jetskiing --> baking cookies --> playing harp', 'baking cookies --> cooking sausages --> jetskiing --> playing harp', 'playing harp --> jetskiing --> cooking sausages --> baking cookies', 'cooking sausages --> baking cookies --> playing harp --> jetskiing']	1555	(D) cooking sausages --> baking cookies --> playing harp --> jetski
order	video/5_order	1578.18	order_99.mp4	Arrange the following events from the video in the correct chronological order: (1)The trainer and class step in a circle and up on the platform; (2)The trainer leads an aerobic class with people in a gym; (3)The trainer and class walk over then in reverse over the platform; (4)The trainer and class step up sideways on the platform.	2->1->4->3	['4->3->2->1', '2->1->4->3', '1->2->3->4', '3->4->1->2']	1556	(B) 2->1->4->3
order	video/5_order	840.4	order_98.mp4	Arrange the following events from the video in the correct chronological order: (1)A person in a red coat cleans the snow off their car; (2)The trunk of the car is lifted open; (3)A person in a tan coat cleans off the front of the car; (4)A man in a white jacket starts to clear the snow off of another car.	1->2->3->4	['3->2->1->4', '1->2->3->4', '2->1->3->4', '4->3->2->1']	1557	(A) 3->2->1->4
order	video/5_order	516.06	order_311.mp4	Which of the following options correctly matches the sequence of actions as they actually appear in the video?	cleaning toilet --> javelin throw --> cooking sausages --> carving pumpkin	['cooking sausages --> javelin throw --> cleaning toilet --> carving pumpkin', 'cleaning toilet --> cooking sausages --> javelin throw --> carving pumpkin', 'cooking sausages --> cleaning toilet --> javelin throw --> carving pumpkin', 'cleaning toilet --> javelin throw --> cooking sausages --> carving pumpkin']	1558	(D) cleaning toilet --> javelin throw --> cooking sausages --> carving pumpkin
order	video/5_order	1220.92	order_97.mp4	Arrange the following events from the video in the correct chronological order: (1)A person in a red coat cleans the snow off their car; (2)The trunk of the car is lifted open; (3)A person in a tan coat cleans off the front of the car; (4)A man in a white jacket starts to clear the snow off of another car.	1->2->3->4	['2->1->3->4', '1->2->3->4', '4->3->2->1', '3->2->1->4']	1559	(C) 4->3->2->1
order	video/5_order	490.04	order_205.mp4	Which of the following options correctly matches the sequence of actions as they actually appear in the video?	zumba --> playing trombone --> paragliding --> making jewelry	['paragliding --> zumba --> playing trombone --> making jewelry', 'zumba --> making jewelry --> playing trombone --> paragliding', 'paragliding --> zumba --> making jewelry --> playing trombone', 'zumba --> playing trombone --> paragliding --> making jewelry']	1560	(C) paragliding --> zumba --> making jewelry --> playing trombone
order	video/5_order	810.4	order_96.mp4	Arrange the following events from the video in the correct chronological order: (1)A person in a red coat cleans the snow off their car; (2)The trunk of the car is lifted open; (3)A person in a tan coat cleans off the front of the car; (4)A man in a white jacket starts to clear the snow off of another car.	1->2->3->4	['3->2->1->4', '4->3->2->1', '2->1->3->4', '1->2->3->4']	1561	(B) 4->3->2->1
order	video/5_order	677.6	order_95.mp4	Arrange the following events from the video in the correct chronological order: (1) The marching band aligns in the street with their instruments; (2) A man passes in front of the marching band holding a camera; (3) The marching band performs in a field and in a gym, moving around while playing; (4) The marching band performs in front of a building and other places.	3->1->4->2	['2->4->3->1', '4->2->1->3', '1->3->2->4', '3->1->4->2']	1562	(D) 3->1->4->2
order	video/5_order	665.34	order_127.mp4	Arrange the following events from the video in the correct chronological order: (1)Woman tapes her hands with white tape; (2)Woman starts boxing in the ring with a guy; (3)Woman does sit ups on a towel on the beach; (4)Pictures of woman in her bikini are shown.	1->2->3->4	['1->2->3->4', '4->3->2->1', '2->1->3->4', '3->2->1->4']	1563	(B) 4->3->2->1
order	video/5_order	486.97	order_230.mp4	Can you tell me which option represents the actual order of actions shown in the video?	tossing coin --> cleaning toilet --> playing trombone --> shredding paper	['cleaning toilet --> tossing coin --> playing trombone --> shredding paper', 'cleaning toilet --> playing trombone --> tossing coin --> shredding paper', 'tossing coin --> cleaning toilet --> playing trombone --> shredding paper', 'cleaning toilet --> tossing coin --> shredding paper --> playing trombone']	1564	(C) tossing coin --> cleaning toilet --> playing trombone --> shredding paper
order	video/5_order	707.6	order_94.mp4	Arrange the following events from the video in the correct chronological order: (1) The marching band aligns in the street with their instruments; (2) A man passes in front of the marching band holding a camera; (3) The marching band performs in a field and in a gym, moving around while playing; (4) The marching band performs in front of a building and other places.	3->1->4->2	['1->3->2->4', '4->2->1->3', '2->4->3->1', '3->1->4->2']	1565	(D) 3->1->4->2
order	video/5_order	1723.73	order_93.mp4	Arrange the following events from the video in the correct chronological order: (1) The marching band aligns in the street with their instruments; (2) A man passes in front of the marching band holding a camera; (3) The marching band performs in a field and in a gym, moving around while playing; (4) The marching band performs in front of a building and other places.	3->1->4->2	['4->2->1->3', '2->4->3->1', '1->3->2->4', '3->1->4->2']	1566	(D) 3->1->4->2
order	video/5_order	1578.99	order_92.mp4	Arrange the following events from the video in the correct chronological order: (1)Man is on lake side talking to the camera like other couples as well; (2)Man is talking to the camera; (3)People are kayaking on calm river and have a good picnic day; (4)People are standing on a side of a rock wall.	2->4->1->3	['2->1->4->3', '2->4->1->3', '1->2->3->4', '4->2->1->3']	1567	(B) 2->4->1->3
order	video/5_order	6936.370000000001	order_289.mp4	Which of the following options correctly matches the sequence of actions as they actually appear in the video?	pole vault --> stomping grapes --> cooking sausages --> clean and jerk	['cooking sausages --> pole vault --> clean and jerk --> stomping grapes', 'clean and jerk --> cooking sausages --> pole vault --> stomping grapes', 'clean and jerk --> stomping grapes --> cooking sausages --> pole vault', 'pole vault --> stomping grapes --> cooking sausages --> clean and jerk']	1568	(C) clean and jerk --> stomping grapes --> cooking sausages --> pole
order	video/5_order	703.3499999999999	order_90.mp4	Arrange the following events from the video in the correct chronological order: (1)Man is on lake side talking to the camera like other couples as well; (2)Man is talking to the camera; (3)People are kayaking on calm river and have a good picnic day; (4)People are standing on a side of a rock wall.	2->4->1->3	['4->2->1->3', '2->1->4->3', '2->4->1->3', '1->2->3->4']	1569	(C) 2->4->1->3
order	video/5_order	688.49	order_134.mp4	Arrange the following events from the video in the correct chronological order: (1)The man starts to demonstrate playing the bongos in a lesson; (2)LP and Giovanni Logo appear on the black screen opening; (3)The lesson continues, alternating between color and black and white footage; (4)A man sits behind a set of bongo drums.	2->4->1->3	['4->2->1->3', '2->1->4->3', '1->2->3->4', '2->4->1->3']	1570	(A) 4->2->1->3
order	video/5_order	520.03	order_222.mp4	Please identify the option that corresponds to the order of events as they occur in the video.	milking cow --> abseiling --> cleaning toilet --> playing trombone	['cleaning toilet --> milking cow --> abseiling --> playing trombone', 'milking cow --> cleaning toilet --> playing trombone --> abseiling', 'milking cow --> abseiling --> cleaning toilet --> playing trombone', 'playing trombone --> milking cow --> cleaning toilet --> abseiling']	1571	(C) milking cow --> abseiling --> cleaning toilet --> playing trombone
order	video/5_order	518.9	order_296.mp4	Please identify the option that corresponds to the order of events as they occur in the video.	abseiling --> riding mule --> clean and jerk --> tossing coin	['riding mule --> clean and jerk --> tossing coin --> abseiling', 'abseiling --> riding mule --> clean and jerk --> tossing coin', 'riding mule --> abseiling --> tossing coin --> clean and jerk', 'abseiling --> tossing coin --> clean and jerk --> riding mule']	1572	(C) riding mule --> abseiling --> tossing coin --> clean and jerk
order	video/5_order	518.43	order_141.mp4	Arrange the following events from the video in the correct chronological order: (1)The man explains wakeboarding concepts while his daughter wakeboards in a lake; (2)The video introduction about teaching a child to wakeboard is shown; (3)The girl wakeboards in the lake again while her father continues to explain the teaching techniques; (4)They practice wakeboarding in a pool while discussing techniques.	2->1->4->3	['3->4->1->2', '1->2->3->4', '4->3->2->1', '2->1->4->3']	1573	(D) 2->1->4->3
order	video/5_order	497.05	order_204.mp4	Can you tell me which option represents the actual order of actions shown in the video?	cleaning toilet --> jetskiing --> abseiling --> clean and jerk	['abseiling --> cleaning toilet --> jetskiing --> clean and jerk', 'jetskiing --> cleaning toilet --> clean and jerk --> abseiling', 'clean and jerk --> jetskiing --> abseiling --> cleaning toilet', 'cleaning toilet --> jetskiing --> abseiling --> clean and jerk']	1574	(D) cleaning toilet --> jetskiing --> abseiling --> clean and jerk
order	video/5_order	497.06	order_278.mp4	Can you tell me which option represents the actual order of actions shown in the video?	playing trombone --> shredding paper --> jetskiing --> riding mule	['shredding paper --> jetskiing --> riding mule --> playing trombone', 'playing trombone --> shredding paper --> jetskiing --> riding mule', 'jetskiing --> playing trombone --> riding mule --> shredding paper', 'shredding paper --> riding mule --> jetskiing --> playing trombone']	1575	(B) playing trombone --> shredding paper --> jetskiing --> riding m
order	video/5_order	673.02	order_58.mp4	Arrange the following events from the video in the correct chronological order: (1)The boy begins hopping on the squares, starting from his driveway; (2)The girl joins him near the sidewalk and walks along his side as he hops across the squares; (3)He hops till he reaches the end of the sidewalk which marks the end of the hopscotch squares; (4)After he's done hopping he smiles and begins walking back.	1->2->3->4	['4->3->2->1', '3->2->1->4', '1->2->3->4', '2->1->3->4']	1576	(C) 1->2->3->4
order	video/5_order	672.89	order_57.mp4	Arrange the following events from the video in the correct chronological order: (1)The boy begins hopping on the squares, starting from his driveway; (2)The girl joins him near the sidewalk and walks along his side as he hops across the squares; (3)He hops till he reaches the end of the sidewalk which marks the end of the hopscotch squares; (4)After he's done hopping he smiles and begins walking back.	1->2->3->4	['1->2->3->4', '4->3->2->1', '3->2->1->4', '2->1->3->4']	1577	(A) 1->2->3->4
order	video/5_order	455.05	order_285.mp4	Can you tell me which option represents the actual order of actions shown in the video?	shredding paper --> paragliding --> making jewelry --> carving pumpkin	['shredding paper --> paragliding --> making jewelry --> carving pumpkin', 'paragliding --> making jewelry --> shredding paper --> carving pumpkin', 'shredding paper --> carving pumpkin --> making jewelry --> paragliding', 'making jewelry --> paragliding --> carving pumpkin --> shredding paper']	1578	(C) shredding paper --> carving pumpkin --> making jewelry --> paragliding
order	video/5_order	715.98	order_105.mp4	Arrange the following events from the video in the correct chronological order: (1)The camera focuses on an older man's face; (2)The two children dance together; (3)The camera focuses on a bug on the wall; (4)The two children interact with each other in a cluttered room.	1->4->3->2	['1->4->3->2', '1->2->3->4', '4->1->2->3', '4->3->2->1']	1579	(C) 4->1->2->3
order	video/5_order	665.54	order_55.mp4	Arrange the following events from the video in the correct chronological order: (1)A man picks up the baby from the pool; (2)A person carries two bags out of a house; (3)A baby falls into the swimming pool; (4)A dog walks out of a house.	2->4->3->1	['1->3->2->4', '2->4->3->1', '4->2->1->3', '3->1->2->4']	1580	(C) 4->2->1->3
order	video/5_order	665.54	order_54.mp4	Arrange the following events from the video in the correct chronological order: (1)A man picks up the baby from the pool; (2)A person carries two bags out of a house; (3)A baby falls into the swimming pool; (4)A dog walks out of a house.	2->4->3->1	['3->1->2->4', '4->2->1->3', '2->4->3->1', '1->3->2->4']	1581	(B) 4->2->1->3
order	video/5_order	684.1	order_130.mp4	Arrange the following events from the video in the correct chronological order: (1)The blue and gray guy are on a seesaw and the blue guy jumps at the gray guy; (2)A man's image as he talks is imposed over trees and the man make gestures towards his mouth; (3)Both of the characters fall off the map; (4)We see a game of rock em sock em style robots on a computer screen cut with images of the man narrating in the lower left corner.	2->4->1->3	['4->2->1->3', '1->2->3->4', '2->4->1->3', '2->1->4->3']	1582	(A) 4->2->1->3
order	video/5_order	665.78	order_53.mp4	Arrange the following events from the video in the correct chronological order: (1)A guy sits and talks inside; (2)A man surfs on a body of water; (3)A lady spins on skates; (4)The credits of the video are shown.	1->2->3->4	['1->2->3->4', '2->1->3->4', '4->3->2->1', '3->2->1->4']	1583	(B) 2->1->3->4
order	video/5_order	695.78	order_52.mp4	Arrange the following events from the video in the correct chronological order: (1)A guy sits and talks inside; (2)A man surfs on a body of water; (3)A lady spins on skates; (4)The credits of the video are shown.	1->2->3->4	['4->3->2->1', '1->2->3->4', '3->2->1->4', '2->1->3->4']	1584	(B) 1->2->3->4
order	video/5_order	665.78	order_51.mp4	Arrange the following events from the video in the correct chronological order: (1)A guy sits and talks inside; (2)A man surfs on a body of water; (3)A lady spins on skates; (4)The credits of the video are shown.	1->2->3->4	['2->1->3->4', '3->2->1->4', '4->3->2->1', '1->2->3->4']	1585	(A) 2->1->3->4
order	video/5_order	707.3999999999999	order_50.mp4	"Arrange the following events from the video in the correct chronological order: (1)The woman starts working on her nails using bottles from a box next to her; (2)The words ""Love Food & Money with Angie Greenup"" appears on screen; (3)Her twitter handle and subscribe screen are shown while she holds her dogs; (4)The woman speaks to the camera from her living room while her dogs play fight behind her."	2->4->1->3	['2->4->1->3', '2->1->4->3', '4->2->1->3', '1->2->4->3']	1586	(C) 4->2->1->3
order	video/5_order	673.46	order_122.mp4	Arrange the following events from the video in the correct chronological order: (1)The interviewer plays with the dogs; (2)A man has dogs on a city street near a car; (3)We see a title screen over the UK flag; (4)We see a banner across the bottom of the screen and the man kneeling playing with his dogs.	3->2->1->4	['4->3->2->1', '1->2->3->4', '3->2->1->4', '2->1->3->4']	1587	(D) 2->1->3->4
order	video/5_order	388.07	order_259.mp4	Can you tell me which option represents the actual order of actions shown in the video?	clean and jerk --> paragliding --> stomping grapes --> milking cow	['paragliding --> milking cow --> clean and jerk --> stomping grapes', 'stomping grapes --> clean and jerk --> milking cow --> paragliding', 'clean and jerk --> paragliding --> stomping grapes --> milking cow', 'paragliding --> clean and jerk --> stomping grapes --> milking cow']	1588	(C) clean and jerk --> paragliding --> stomping grapes --> mil
order	video/5_order	593.3299999999999	order_284.mp4	Can you tell me which option represents the actual order of actions shown in the video?	pole vault --> shredding paper --> carving pumpkin --> milking cow	['milking cow --> shredding paper --> carving pumpkin --> pole vault', 'pole vault --> shredding paper --> carving pumpkin --> milking cow', 'carving pumpkin --> milking cow --> shredding paper --> pole vault', 'pole vault --> milking cow --> shredding paper --> carving pumpkin']	1589	(B) pole vault --> shredding paper --> carving pumpkin --> milking cow
order	video/5_order	490.02	order_347.mp4	Please identify the option that corresponds to the order of events as they occur in the video.	making jewelry --> abseiling --> milking cow --> cooking sausages	['making jewelry --> abseiling --> milking cow --> cooking sausages', 'cooking sausages --> abseiling --> milking cow --> making jewelry', 'milking cow --> abseiling --> making jewelry --> cooking sausages', 'abseiling --> milking cow --> cooking sausages --> making jewelry']	1590	(D) abseiling --> milking cow --> cooking sausages --> making
order	video/5_order	358.04	order_266.mp4	Which of the following options correctly matches the sequence of actions as they actually appear in the video?	baking cookies --> making jewelry --> javelin throw --> jetskiing	['baking cookies --> javelin throw --> jetskiing --> making jewelry', 'baking cookies --> javelin throw --> making jewelry --> jetskiing', 'baking cookies --> making jewelry --> javelin throw --> jetskiing', 'jetskiing --> making jewelry --> baking cookies --> javelin throw']	1591	(C) baking cookies --> making jewelry --> javelin throw --> jetskiing
order	video/5_order	488.56	order_329.mp4	Which of the following options correctly matches the sequence of actions as they actually appear in the video?	tossing coin --> jetskiing --> zumba --> cooking sausages	['tossing coin --> jetskiing --> zumba --> cooking sausages', 'tossing coin --> zumba --> jetskiing --> cooking sausages', 'tossing coin --> jetskiing --> cooking sausages --> zumba', 'jetskiing --> cooking sausages --> zumba --> tossing coin']	1592	(D) jetskiing --> cooking sausages --> zumba --> tossing coin
order	video/5_order	675.0699999999999	order_111.mp4	Arrange the following events from the video in the correct chronological order: (1)The guy measures the ingredient on the table; (2)The child and guy added the egg to the bowl; (3)The guy uses silverware to put dough on a baking pan; (4)The child, guy, and dog watch the baking process through the oven window.	1->2->3->4	['4->3->2->1', '3->2->1->4', '1->2->3->4', '2->1->3->4']	1593	(D) 2->1->3->4
order	video/5_order	490.02	order_273.mp4	Please identify the option that corresponds to the order of events as they occur in the video.	water sliding --> baking cookies --> jetskiing --> paragliding	['baking cookies --> jetskiing --> water sliding --> paragliding', 'water sliding --> baking cookies --> jetskiing --> paragliding', 'baking cookies --> water sliding --> jetskiing --> paragliding', 'jetskiing --> water sliding --> paragliding --> baking cookies']	1594	(C) baking cookies --> water sliding --> jetskiing --> paragliding
order	video/5_order	388.05	order_336.mp4	Please identify the option that corresponds to the order of events as they occur in the video.	zumba --> stomping grapes --> baking cookies --> paragliding	['zumba --> paragliding --> stomping grapes --> baking cookies', 'baking cookies --> stomping grapes --> zumba --> paragliding', 'stomping grapes --> zumba --> baking cookies --> paragliding', 'zumba --> stomping grapes --> baking cookies --> paragliding']	1595	(D) zumba --> stomping grapes --> baking cookies --> paragliding
order	video/5_order	665.74	order_0.mp4	Arrange the following events from the video in the correct chronological order: (1)A young and a kid are doing balance in a balance rope; (2)People are walking in a bridge to see a competition of men doing tricks on top of a balance rope; (3)A man is jumping and doing tricks in a balance rope above a cold river; (4)The boy is in a competition in snowy path doing tricks on a balance rope with people behind a fence watching him.	1->2->3->4	['4->3->2->1', '3->2->1->4', '1->2->3->4', '2->1->3->4']	1596	(A) 4->3->2->1
order	video/5_order	705.1400000000001	order_88.mp4	Arrange the following events from the video in the correct chronological order: (1) The slack line athletes finish competing and shake hands at the finish; (2) A bald headed man performs tricks on a yellow trick line; (3) Two men meet to compete in a slack line competition; (4) The camera pans back to the bald man performing trick on the slack line and back to the man wearing a baseball cap performing tricks on the traditional line.	3->2->4->1	['2->3->1->4', '1->2->3->4', '3->2->4->1', '4->3->2->1']	1597	(C) 3->2->4->1
order	video/5_order	675.14	order_87.mp4	Arrange the following events from the video in the correct chronological order: (1) The slack line athletes finish competing and shake hands at the finish; (2) A bald headed man performs tricks on a yellow trick line; (3) Two men meet to compete in a slack line competition; (4) The camera pans back to the bald man performing trick on the slack line and back to the man wearing a baseball cap performing tricks on the traditional line.	3->2->4->1	['4->3->2->1', '1->2->3->4', '3->2->4->1', '2->3->1->4']	1598	(C) 3->2->4->1
