task_type	prefix	duration	video	question	answer	candidates	index	prediction	score
order	video/5_order	1578.18	order_99.mp4	Arrange the following events from the video in the correct chronological order: (1)The trainer and class step in a circle and up on the platform; (2)The trainer leads an aerobic class with people in a gym; (3)The trainer and class walk over then in reverse over the platform; (4)The trainer and class step up sideways on the platform.	2->1->4->3	['4->3->2->1', '2->1->4->3', '1->2->3->4', '3->4->1->2']	1556	(B) 2->1->4->3	1.0
order	video/5_order	840.4	order_98.mp4	Arrange the following events from the video in the correct chronological order: (1)A person in a red coat cleans the snow off their car; (2)The trunk of the car is lifted open; (3)A person in a tan coat cleans off the front of the car; (4)A man in a white jacket starts to clear the snow off of another car.	1->2->3->4	['3->2->1->4', '1->2->3->4', '2->1->3->4', '4->3->2->1']	1557	(A) 3->2->1->4	1.0
order	video/5_order	516.06	order_311.mp4	Which of the following options correctly matches the sequence of actions as they actually appear in the video?	cleaning toilet --> javelin throw --> cooking sausages --> carving pumpkin	['cooking sausages --> javelin throw --> cleaning toilet --> carving pumpkin', 'cleaning toilet --> cooking sausages --> javelin throw --> carving pumpkin', 'cooking sausages --> cleaning toilet --> javelin throw --> carving pumpkin', 'cleaning toilet --> javelin throw --> cooking sausages --> carving pumpkin']	1558	D	0.0
order	video/5_order	1220.92	order_97.mp4	Arrange the following events from the video in the correct chronological order: (1)A person in a red coat cleans the snow off their car; (2)The trunk of the car is lifted open; (3)A person in a tan coat cleans off the front of the car; (4)A man in a white jacket starts to clear the snow off of another car.	1->2->3->4	['2->1->3->4', '1->2->3->4', '4->3->2->1', '3->2->1->4']	1559	(C) 4->3->2->1	1.0
order	video/5_order	490.04	order_205.mp4	Which of the following options correctly matches the sequence of actions as they actually appear in the video?	zumba --> playing trombone --> paragliding --> making jewelry	['paragliding --> zumba --> playing trombone --> making jewelry', 'zumba --> making jewelry --> playing trombone --> paragliding', 'paragliding --> zumba --> making jewelry --> playing trombone', 'zumba --> playing trombone --> paragliding --> making jewelry']	1560	(C) paragliding --> zumba --> making jewelry --> playing trombone	0.0
order	video/5_order	810.4	order_96.mp4	Arrange the following events from the video in the correct chronological order: (1)A person in a red coat cleans the snow off their car; (2)The trunk of the car is lifted open; (3)A person in a tan coat cleans off the front of the car; (4)A man in a white jacket starts to clear the snow off of another car.	1->2->3->4	['3->2->1->4', '4->3->2->1', '2->1->3->4', '1->2->3->4']	1561	(B) 4->3->2->1	1.0
order	video/5_order	677.6	order_95.mp4	Arrange the following events from the video in the correct chronological order: (1) The marching band aligns in the street with their instruments; (2) A man passes in front of the marching band holding a camera; (3) The marching band performs in a field and in a gym, moving around while playing; (4) The marching band performs in front of a building and other places.	3->1->4->2	['2->4->3->1', '4->2->1->3', '1->3->2->4', '3->1->4->2']	1562	(D) 3->1->4->2	1.0
order	video/5_order	665.34	order_127.mp4	Arrange the following events from the video in the correct chronological order: (1)Woman tapes her hands with white tape; (2)Woman starts boxing in the ring with a guy; (3)Woman does sit ups on a towel on the beach; (4)Pictures of woman in her bikini are shown.	1->2->3->4	['1->2->3->4', '4->3->2->1', '2->1->3->4', '3->2->1->4']	1563	(B) 4->3->2->1	1.0
order	video/5_order	486.97	order_230.mp4	Can you tell me which option represents the actual order of actions shown in the video?	tossing coin --> cleaning toilet --> playing trombone --> shredding paper	['cleaning toilet --> tossing coin --> playing trombone --> shredding paper', 'cleaning toilet --> playing trombone --> tossing coin --> shredding paper', 'tossing coin --> cleaning toilet --> playing trombone --> shredding paper', 'cleaning toilet --> tossing coin --> shredding paper --> playing trombone']	1564	(C) tossing coin --> cleaning toilet --> playing trombone --> shredding paper	1.0
order	video/5_order	707.6	order_94.mp4	Arrange the following events from the video in the correct chronological order: (1) The marching band aligns in the street with their instruments; (2) A man passes in front of the marching band holding a camera; (3) The marching band performs in a field and in a gym, moving around while playing; (4) The marching band performs in front of a building and other places.	3->1->4->2	['1->3->2->4', '4->2->1->3', '2->4->3->1', '3->1->4->2']	1565	(D) 3->1->4->2	0.0
order	video/5_order	1723.73	order_93.mp4	Arrange the following events from the video in the correct chronological order: (1) The marching band aligns in the street with their instruments; (2) A man passes in front of the marching band holding a camera; (3) The marching band performs in a field and in a gym, moving around while playing; (4) The marching band performs in front of a building and other places.	3->1->4->2	['4->2->1->3', '2->4->3->1', '1->3->2->4', '3->1->4->2']	1566	"The correct chronological order of the events is as follows:

1. The marching band"	1.0
order	video/5_order	1578.99	order_92.mp4	Arrange the following events from the video in the correct chronological order: (1)Man is on lake side talking to the camera like other couples as well; (2)Man is talking to the camera; (3)People are kayaking on calm river and have a good picnic day; (4)People are standing on a side of a rock wall.	2->4->1->3	['2->1->4->3', '2->4->1->3', '1->2->3->4', '4->2->1->3']	1567	"The correct chronological order of the events is as follows:

1. The man is"	1.0
order	video/5_order	6936.370000000001	order_289.mp4	Which of the following options correctly matches the sequence of actions as they actually appear in the video?	pole vault --> stomping grapes --> cooking sausages --> clean and jerk	['cooking sausages --> pole vault --> clean and jerk --> stomping grapes', 'clean and jerk --> cooking sausages --> pole vault --> stomping grapes', 'clean and jerk --> stomping grapes --> cooking sausages --> pole vault', 'pole vault --> stomping grapes --> cooking sausages --> clean and jerk']	1568	(D) pole vault --> stomping grapes --> cooking sausages --> clean and	0.0
order	video/5_order	703.3499999999999	order_90.mp4	Arrange the following events from the video in the correct chronological order: (1)Man is on lake side talking to the camera like other couples as well; (2)Man is talking to the camera; (3)People are kayaking on calm river and have a good picnic day; (4)People are standing on a side of a rock wall.	2->4->1->3	['4->2->1->3', '2->1->4->3', '2->4->1->3', '1->2->3->4']	1569	(C) 2->4->1->3	0.0
order	video/5_order	688.49	order_134.mp4	Arrange the following events from the video in the correct chronological order: (1)The man starts to demonstrate playing the bongos in a lesson; (2)LP and Giovanni Logo appear on the black screen opening; (3)The lesson continues, alternating between color and black and white footage; (4)A man sits behind a set of bongo drums.	2->4->1->3	['4->2->1->3', '2->1->4->3', '1->2->3->4', '2->4->1->3']	1570	(A) 4->2->1->3	1.0
order	video/5_order	520.03	order_222.mp4	Please identify the option that corresponds to the order of events as they occur in the video.	milking cow --> abseiling --> cleaning toilet --> playing trombone	['cleaning toilet --> milking cow --> abseiling --> playing trombone', 'milking cow --> cleaning toilet --> playing trombone --> abseiling', 'milking cow --> abseiling --> cleaning toilet --> playing trombone', 'playing trombone --> milking cow --> cleaning toilet --> abseiling']	1571	(C) milking cow --> abseiling --> cleaning toilet --> playing trombone	0.0
order	video/5_order	518.9	order_296.mp4	Please identify the option that corresponds to the order of events as they occur in the video.	abseiling --> riding mule --> clean and jerk --> tossing coin	['riding mule --> clean and jerk --> tossing coin --> abseiling', 'abseiling --> riding mule --> clean and jerk --> tossing coin', 'riding mule --> abseiling --> tossing coin --> clean and jerk', 'abseiling --> tossing coin --> clean and jerk --> riding mule']	1572	(D) abseiling --> tossing coin --> clean and jerk --> riding mule	1.0
order	video/5_order	518.43	order_141.mp4	Arrange the following events from the video in the correct chronological order: (1)The man explains wakeboarding concepts while his daughter wakeboards in a lake; (2)The video introduction about teaching a child to wakeboard is shown; (3)The girl wakeboards in the lake again while her father continues to explain the teaching techniques; (4)They practice wakeboarding in a pool while discussing techniques.	2->1->4->3	['3->4->1->2', '1->2->3->4', '4->3->2->1', '2->1->4->3']	1573	(D) 2->1->4->3	0.0
order	video/5_order	497.05	order_204.mp4	Can you tell me which option represents the actual order of actions shown in the video?	cleaning toilet --> jetskiing --> abseiling --> clean and jerk	['abseiling --> cleaning toilet --> jetskiing --> clean and jerk', 'jetskiing --> cleaning toilet --> clean and jerk --> abseiling', 'clean and jerk --> jetskiing --> abseiling --> cleaning toilet', 'cleaning toilet --> jetskiing --> abseiling --> clean and jerk']	1574	(D) cleaning toilet --> jetskiing --> abseiling --> clean and jerk	1.0
order	video/5_order	497.06	order_278.mp4	Can you tell me which option represents the actual order of actions shown in the video?	playing trombone --> shredding paper --> jetskiing --> riding mule	['shredding paper --> jetskiing --> riding mule --> playing trombone', 'playing trombone --> shredding paper --> jetskiing --> riding mule', 'jetskiing --> playing trombone --> riding mule --> shredding paper', 'shredding paper --> riding mule --> jetskiing --> playing trombone']	1575	(D) shredding paper --> riding mule --> jetskiing --> playing trom	1.0
order	video/5_order	673.02	order_58.mp4	Arrange the following events from the video in the correct chronological order: (1)The boy begins hopping on the squares, starting from his driveway; (2)The girl joins him near the sidewalk and walks along his side as he hops across the squares; (3)He hops till he reaches the end of the sidewalk which marks the end of the hopscotch squares; (4)After he's done hopping he smiles and begins walking back.	1->2->3->4	['4->3->2->1', '3->2->1->4', '1->2->3->4', '2->1->3->4']	1576	(C) 1->2->3->4	1.0
order	video/5_order	672.89	order_57.mp4	Arrange the following events from the video in the correct chronological order: (1)The boy begins hopping on the squares, starting from his driveway; (2)The girl joins him near the sidewalk and walks along his side as he hops across the squares; (3)He hops till he reaches the end of the sidewalk which marks the end of the hopscotch squares; (4)After he's done hopping he smiles and begins walking back.	1->2->3->4	['1->2->3->4', '4->3->2->1', '3->2->1->4', '2->1->3->4']	1577	(A) 1->2->3->4	1.0
order	video/5_order	455.05	order_285.mp4	Can you tell me which option represents the actual order of actions shown in the video?	shredding paper --> paragliding --> making jewelry --> carving pumpkin	['shredding paper --> paragliding --> making jewelry --> carving pumpkin', 'paragliding --> making jewelry --> shredding paper --> carving pumpkin', 'shredding paper --> carving pumpkin --> making jewelry --> paragliding', 'making jewelry --> paragliding --> carving pumpkin --> shredding paper']	1578	(C) shredding paper --> carving pumpkin --> making jewelry --> paragliding	1.0
order	video/5_order	715.98	order_105.mp4	Arrange the following events from the video in the correct chronological order: (1)The camera focuses on an older man's face; (2)The two children dance together; (3)The camera focuses on a bug on the wall; (4)The two children interact with each other in a cluttered room.	1->4->3->2	['1->4->3->2', '1->2->3->4', '4->1->2->3', '4->3->2->1']	1579	(D) 4->3->2->1	1.0
order	video/5_order	665.54	order_55.mp4	Arrange the following events from the video in the correct chronological order: (1)A man picks up the baby from the pool; (2)A person carries two bags out of a house; (3)A baby falls into the swimming pool; (4)A dog walks out of a house.	2->4->3->1	['1->3->2->4', '2->4->3->1', '4->2->1->3', '3->1->2->4']	1580	(D) 3->1->2->4	1.0
order	video/5_order	665.54	order_54.mp4	Arrange the following events from the video in the correct chronological order: (1)A man picks up the baby from the pool; (2)A person carries two bags out of a house; (3)A baby falls into the swimming pool; (4)A dog walks out of a house.	2->4->3->1	['3->1->2->4', '4->2->1->3', '2->4->3->1', '1->3->2->4']	1581	(B) 4->2->1->3	1.0
order	video/5_order	684.1	order_130.mp4	Arrange the following events from the video in the correct chronological order: (1)The blue and gray guy are on a seesaw and the blue guy jumps at the gray guy; (2)A man's image as he talks is imposed over trees and the man make gestures towards his mouth; (3)Both of the characters fall off the map; (4)We see a game of rock em sock em style robots on a computer screen cut with images of the man narrating in the lower left corner.	2->4->1->3	['4->2->1->3', '1->2->3->4', '2->4->1->3', '2->1->4->3']	1582	(A) 4->2->1->3	1.0
order	video/5_order	665.78	order_53.mp4	Arrange the following events from the video in the correct chronological order: (1)A guy sits and talks inside; (2)A man surfs on a body of water; (3)A lady spins on skates; (4)The credits of the video are shown.	1->2->3->4	['1->2->3->4', '2->1->3->4', '4->3->2->1', '3->2->1->4']	1583	(B) 2->1->3->4	1.0
order	video/5_order	695.78	order_52.mp4	Arrange the following events from the video in the correct chronological order: (1)A guy sits and talks inside; (2)A man surfs on a body of water; (3)A lady spins on skates; (4)The credits of the video are shown.	1->2->3->4	['4->3->2->1', '1->2->3->4', '3->2->1->4', '2->1->3->4']	1584	(B) 1->2->3->4	1.0
order	video/5_order	665.78	order_51.mp4	Arrange the following events from the video in the correct chronological order: (1)A guy sits and talks inside; (2)A man surfs on a body of water; (3)A lady spins on skates; (4)The credits of the video are shown.	1->2->3->4	['2->1->3->4', '3->2->1->4', '4->3->2->1', '1->2->3->4']	1585	(C) 4->3->2->1	1.0
order	video/5_order	707.3999999999999	order_50.mp4	"Arrange the following events from the video in the correct chronological order: (1)The woman starts working on her nails using bottles from a box next to her; (2)The words ""Love Food & Money with Angie Greenup"" appears on screen; (3)Her twitter handle and subscribe screen are shown while she holds her dogs; (4)The woman speaks to the camera from her living room while her dogs play fight behind her."	2->4->1->3	['2->4->1->3', '2->1->4->3', '4->2->1->3', '1->2->4->3']	1586	(C) 4->2->1->3	1.0
order	video/5_order	673.46	order_122.mp4	Arrange the following events from the video in the correct chronological order: (1)The interviewer plays with the dogs; (2)A man has dogs on a city street near a car; (3)We see a title screen over the UK flag; (4)We see a banner across the bottom of the screen and the man kneeling playing with his dogs.	3->2->1->4	['4->3->2->1', '1->2->3->4', '3->2->1->4', '2->1->3->4']	1587	(C) 3->2->1->4	1.0
order	video/5_order	388.07	order_259.mp4	Can you tell me which option represents the actual order of actions shown in the video?	clean and jerk --> paragliding --> stomping grapes --> milking cow	['paragliding --> milking cow --> clean and jerk --> stomping grapes', 'stomping grapes --> clean and jerk --> milking cow --> paragliding', 'clean and jerk --> paragliding --> stomping grapes --> milking cow', 'paragliding --> clean and jerk --> stomping grapes --> milking cow']	1588	(C) clean and jerk --> paragliding --> stomping grapes --> mil	0.0
order	video/5_order	593.3299999999999	order_284.mp4	Can you tell me which option represents the actual order of actions shown in the video?	pole vault --> shredding paper --> carving pumpkin --> milking cow	['milking cow --> shredding paper --> carving pumpkin --> pole vault', 'pole vault --> shredding paper --> carving pumpkin --> milking cow', 'carving pumpkin --> milking cow --> shredding paper --> pole vault', 'pole vault --> milking cow --> shredding paper --> carving pumpkin']	1589	(C) carving pumpkin --> milking cow --> shredding paper --> pole vault	1.0
order	video/5_order	490.02	order_347.mp4	Please identify the option that corresponds to the order of events as they occur in the video.	making jewelry --> abseiling --> milking cow --> cooking sausages	['making jewelry --> abseiling --> milking cow --> cooking sausages', 'cooking sausages --> abseiling --> milking cow --> making jewelry', 'milking cow --> abseiling --> making jewelry --> cooking sausages', 'abseiling --> milking cow --> cooking sausages --> making jewelry']	1590	(D) abseiling --> milking cow --> cooking sausages --> making	0.0
order	video/5_order	358.04	order_266.mp4	Which of the following options correctly matches the sequence of actions as they actually appear in the video?	baking cookies --> making jewelry --> javelin throw --> jetskiing	['baking cookies --> javelin throw --> jetskiing --> making jewelry', 'baking cookies --> javelin throw --> making jewelry --> jetskiing', 'baking cookies --> making jewelry --> javelin throw --> jetskiing', 'jetskiing --> making jewelry --> baking cookies --> javelin throw']	1591	(C) baking cookies --> making jewelry --> javelin throw --> jetskiing	0.0
order	video/5_order	488.56	order_329.mp4	Which of the following options correctly matches the sequence of actions as they actually appear in the video?	tossing coin --> jetskiing --> zumba --> cooking sausages	['tossing coin --> jetskiing --> zumba --> cooking sausages', 'tossing coin --> zumba --> jetskiing --> cooking sausages', 'tossing coin --> jetskiing --> cooking sausages --> zumba', 'jetskiing --> cooking sausages --> zumba --> tossing coin']	1592	(D) jetskiing --> cooking sausages --> zumba --> tossing coin	1.0
order	video/5_order	675.0699999999999	order_111.mp4	Arrange the following events from the video in the correct chronological order: (1)The guy measures the ingredient on the table; (2)The child and guy added the egg to the bowl; (3)The guy uses silverware to put dough on a baking pan; (4)The child, guy, and dog watch the baking process through the oven window.	1->2->3->4	['4->3->2->1', '3->2->1->4', '1->2->3->4', '2->1->3->4']	1593	(B) 3->2->1->4	1.0
order	video/5_order	490.02	order_273.mp4	Please identify the option that corresponds to the order of events as they occur in the video.	water sliding --> baking cookies --> jetskiing --> paragliding	['baking cookies --> jetskiing --> water sliding --> paragliding', 'water sliding --> baking cookies --> jetskiing --> paragliding', 'baking cookies --> water sliding --> jetskiing --> paragliding', 'jetskiing --> water sliding --> paragliding --> baking cookies']	1594	(D) jetskiing --> water sliding --> paragliding --> baking cookies	1.0
order	video/5_order	388.05	order_336.mp4	Please identify the option that corresponds to the order of events as they occur in the video.	zumba --> stomping grapes --> baking cookies --> paragliding	['zumba --> paragliding --> stomping grapes --> baking cookies', 'baking cookies --> stomping grapes --> zumba --> paragliding', 'stomping grapes --> zumba --> baking cookies --> paragliding', 'zumba --> stomping grapes --> baking cookies --> paragliding']	1595	(C) stomping grapes --> zumba --> baking cookies --> paragliding	0.0
order	video/5_order	665.74	order_0.mp4	Arrange the following events from the video in the correct chronological order: (1)A young and a kid are doing balance in a balance rope; (2)People are walking in a bridge to see a competition of men doing tricks on top of a balance rope; (3)A man is jumping and doing tricks in a balance rope above a cold river; (4)The boy is in a competition in snowy path doing tricks on a balance rope with people behind a fence watching him.	1->2->3->4	['4->3->2->1', '3->2->1->4', '1->2->3->4', '2->1->3->4']	1596	(A) 4->3->2->1	1.0
order	video/5_order	705.1400000000001	order_88.mp4	Arrange the following events from the video in the correct chronological order: (1) The slack line athletes finish competing and shake hands at the finish; (2) A bald headed man performs tricks on a yellow trick line; (3) Two men meet to compete in a slack line competition; (4) The camera pans back to the bald man performing trick on the slack line and back to the man wearing a baseball cap performing tricks on the traditional line.	3->2->4->1	['2->3->1->4', '1->2->3->4', '3->2->4->1', '4->3->2->1']	1597	(C) 3->2->4->1	1.0
order	video/5_order	675.14	order_87.mp4	Arrange the following events from the video in the correct chronological order: (1) The slack line athletes finish competing and shake hands at the finish; (2) A bald headed man performs tricks on a yellow trick line; (3) Two men meet to compete in a slack line competition; (4) The camera pans back to the bald man performing trick on the slack line and back to the man wearing a baseball cap performing tricks on the traditional line.	3->2->4->1	['4->3->2->1', '1->2->3->4', '3->2->4->1', '2->3->1->4']	1598	(C) 3->2->4->1	1.0
order	video/5_order	784.1899999999999	order_255.mp4	Can you tell me which option represents the actual order of actions shown in the video?	milking cow --> clean and jerk --> tossing coin --> carving pumpkin	['tossing coin --> clean and jerk --> carving pumpkin --> milking cow', 'tossing coin --> milking cow --> clean and jerk --> carving pumpkin', 'clean and jerk --> tossing coin --> carving pumpkin --> milking cow', 'milking cow --> clean and jerk --> tossing coin --> carving pumpkin']	1599	(C) clean and jerk --> tossing coin --> carving pumpkin --> milking cow	1.0
order	video/5_order	520.03	order_318.mp4	Please identify the option that corresponds to the order of events as they occur in the video.	cooking sausages --> javelin throw --> carving pumpkin --> riding mule	['riding mule --> cooking sausages --> javelin throw --> carving pumpkin', 'riding mule --> javelin throw --> cooking sausages --> carving pumpkin', 'javelin throw --> riding mule --> carving pumpkin --> cooking sausages', 'cooking sausages --> javelin throw --> carving pumpkin --> riding mule']	1600	(C) javelin throw --> riding mule --> carving pumpkin --> cooking saus	1.0
order	video/5_order	673.98	order_86.mp4	Arrange the following events from the video in the correct chronological order: (1)The man shows how to work the monkey bars; (2)A male fitness trainer from Iron Edge is about to demonstrate various workouts using bars; (3)The trainer shows how to maneuver straight bar, pulleys, and medicine ball; (4)A workout regimen is displayed as part of the conclusion of the demonstration.	2->1->3->4	['3->2->1->4', '4->3->2->1', '2->1->3->4', '1->2->3->4']	1601	(C) 2->1->3->4	1.0
order	video/5_order	490.17	order_280.mp4	Can you tell me which option represents the actual order of actions shown in the video?	baking cookies --> tossing coin --> playing trombone --> cooking sausages	['tossing coin --> cooking sausages --> baking cookies --> playing trombone', 'cooking sausages --> tossing coin --> baking cookies --> playing trombone', 'baking cookies --> tossing coin --> playing trombone --> cooking sausages', 'baking cookies --> tossing coin --> cooking sausages --> playing trombone']	1602	(D) baking cookies --> tossing coin --> cooking sausages --> playing trombone	1.0
order	video/5_order	520.02	order_343.mp4	Can you tell me which option represents the actual order of actions shown in the video?	riding mule --> pole vault --> javelin throw --> tossing coin	['tossing coin --> riding mule --> pole vault --> javelin throw', 'riding mule --> pole vault --> javelin throw --> tossing coin', 'tossing coin --> riding mule --> javelin throw --> pole vault', 'pole vault --> riding mule --> javelin throw --> tossing coin']	1603	(D) pole vault --> riding mule --> javelin throw --> tossing coin	1.0
order	video/5_order	672.54	order_100.mp4	Arrange the following events from the video in the correct chronological order: (1)The trainer and class step in a circle and up on the platform; (2)The trainer leads an aerobic class with people in a gym; (3)The trainer and class walk over then in reverse over the platform; (4)The trainer and class step up sideways on the platform.	2->1->4->3	['3->4->1->2', '1->2->3->4', '2->1->4->3', '4->3->2->1']	1604	(C) 2->1->4->3	1.0
order	video/5_order	673.98	order_84.mp4	Arrange the following events from the video in the correct chronological order: (1)The man shows how to work the monkey bars; (2)A male fitness trainer from Iron Edge is about to demonstrate various workouts using bars; (3)The trainer shows how to maneuver straight bar, pulleys, and medicine ball; (4)A workout regimen is displayed as part of the conclusion of the demonstration.	2->1->3->4	['4->3->2->1', '1->2->3->4', '3->2->1->4', '2->1->3->4']	1605	(D) 2->1->3->4	0.0
order	video/5_order	673.5799999999999	order_83.mp4	Arrange the following events from the video in the correct chronological order: (1)The instructor finishes the class; (2)A woman's indoor aerobic class is in process; (3)The logo 'Zumba Toning' appears on screen; (4)The camera briefly scans to the mirrored wall and then back to the class.	3->2->4->1	['2->1->3->4', '4->3->2->1', '1->2->3->4', '3->2->4->1']	1606	(A) 2->1->3->4	0.0
order	video/5_order	703.5799999999999	order_82.mp4	Arrange the following events from the video in the correct chronological order: (1)The instructor finishes the class; (2)A woman's indoor aerobic class is in process; (3)The logo 'Zumba Toning' appears on screen; (4)The camera briefly scans to the mirrored wall and then back to the class.	3->2->4->1	['4->3->2->1', '3->2->4->1', '2->1->3->4', '1->2->3->4']	1607	(C) 2->1->3->4	1.0
order	video/5_order	796.8399999999999	order_81.mp4	Arrange the following events from the video in the correct chronological order: (1)The instructor finishes the class; (2)A woman's indoor aerobic class is in process; (3)The logo 'Zumba Toning' appears on screen; (4)The camera briefly scans to the mirrored wall and then back to the class.	3->2->4->1	['1->2->3->4', '4->3->2->1', '3->2->4->1', '2->1->3->4']	1608	(D) 2->1->3->4	1.0
order	video/5_order	396.33	order_247.mp4	Can you tell me which option represents the actual order of actions shown in the video?	jetskiing --> abseiling --> cleaning toilet --> cooking sausages	['cooking sausages --> jetskiing --> cleaning toilet --> abseiling', 'abseiling --> jetskiing --> cooking sausages --> cleaning toilet', 'jetskiing --> abseiling --> cleaning toilet --> cooking sausages', 'abseiling --> cooking sausages --> cleaning toilet --> jetskiing']	1609	(C) jetskiing --> abseiling --> cleaning toilet --> cooking saus	0.0
order	video/5_order	488.48	order_272.mp4	Please identify the option that corresponds to the order of events as they occur in the video.	jetskiing --> javelin throw --> tossing coin --> carving pumpkin	['tossing coin --> jetskiing --> javelin throw --> carving pumpkin', 'jetskiing --> javelin throw --> tossing coin --> carving pumpkin', 'tossing coin --> jetskiing --> carving pumpkin --> javelin throw', 'carving pumpkin --> javelin throw --> tossing coin --> jetskiing']	1610	(C) tossing coin --> jetskiing --> carving pumpkin --> javelin throw	1.0
order	video/5_order	647.04	order_335.mp4	Which of the following options correctly matches the sequence of actions as they actually appear in the video?	milking cow --> clean and jerk --> baking cookies --> jetskiing	['jetskiing --> milking cow --> clean and jerk --> baking cookies', 'milking cow --> baking cookies --> jetskiing --> clean and jerk', 'clean and jerk --> jetskiing --> milking cow --> baking cookies', 'milking cow --> clean and jerk --> baking cookies --> jetskiing']	1611	(C) clean and jerk --> jetskiing --> milking cow --> baking cookies	0.0
order	video/5_order	605.46	order_229.mp4	Please identify the option that corresponds to the order of events as they occur in the video.	javelin throw --> water sliding --> zumba --> milking cow	['zumba --> milking cow --> javelin throw --> water sliding', 'zumba --> water sliding --> javelin throw --> milking cow', 'javelin throw --> water sliding --> zumba --> milking cow', 'milking cow --> water sliding --> javelin throw --> zumba']	1612	(C) javelin throw --> water sliding --> zumba --> milking cow	1.0
order	video/5_order	463.05	order_254.mp4	Please identify the option that corresponds to the order of events as they occur in the video.	playing harp --> cooking sausages --> clean and jerk --> making jewelry	['clean and jerk --> cooking sausages --> playing harp --> making jewelry', 'cooking sausages --> making jewelry --> clean and jerk --> playing harp', 'playing harp --> cooking sausages --> clean and jerk --> making jewelry', 'cooking sausages --> making jewelry --> playing harp --> clean and jerk']	1613	(C) playing harp --> cooking sausages --> clean and jerk --> making	0.0
order	video/5_order	711.8000000000001	order_6.mp4	Arrange the following events from the video in the correct chronological order: (1)A guy approaches a weight on a stage; (2)A man massages a guy's shoulders; (3)A guy lifts a weight on a stage and releases it; (4)A guy kisses the weight plates.	1->2->3->4	['1->3->2->4', '2->1->3->4', '2->3->1->4', '1->2->3->4']	1614	(A) 1->3->2->4	0.0
order	video/5_order	515.1899999999999	order_342.mp4	Please identify the option that corresponds to the order of events as they occur in the video.	cooking sausages --> water sliding --> making jewelry --> cleaning toilet	['making jewelry --> cooking sausages --> water sliding --> cleaning toilet', 'cooking sausages --> water sliding --> making jewelry --> cleaning toilet', 'making jewelry --> cleaning toilet --> water sliding --> cooking sausages', 'making jewelry --> cleaning toilet --> cooking sausages --> water sliding']	1615	(D) making jewelry --> cleaning toilet --> cooking sausages --> water sliding	1.0
order	video/5_order	682.37	order_49.mp4	"Arrange the following events from the video in the correct chronological order: (1)The woman starts working on her nails using bottles from a box next to her; (2)The words ""Love Food & Money with Angie Greenup"" appears on screen; (3)Her twitter handle and subscribe screen are shown while she holds her dogs; (4)The woman speaks to the camera from her living room while her dogs play fight behind her."	2->4->1->3	['2->1->4->3', '4->2->1->3', '1->2->4->3', '2->4->1->3']	1616	(B) 4->2->1->3	1.0
order	video/5_order	665.74	order_1.mp4	Arrange the following events from the video in the correct chronological order: (1)A young and a kid are doing balance in a balance rope; (2)People are walking in a bridge to see a competition of men doing tricks on top of a balance rope; (3)A man is jumping and doing tricks in a balance rope above a cold river; (4)The boy is in a competition in snowy path doing tricks on a balance rope with people behind a fence watching him.	1->2->3->4	['4->3->2->1', '1->2->3->4', '2->1->3->4', '3->2->1->4']	1617	(A) 4->3->2->1	1.0
order	video/5_order	395.74	order_261.mp4	Can you tell me which option represents the actual order of actions shown in the video?	paragliding --> water sliding --> making jewelry --> playing trombone	['water sliding --> making jewelry --> paragliding --> playing trombone', 'making jewelry --> paragliding --> water sliding --> playing trombone', 'making jewelry --> paragliding --> playing trombone --> water sliding', 'paragliding --> water sliding --> making jewelry --> playing trombone']	1618	(D) paragliding --> water sliding --> making jewelry --> playing trombone	0.0
order	video/5_order	673.61	order_47.mp4	Arrange the following events from the video in the correct chronological order: (1)The man in red cap stands outside a barbershop talking; (2)The man pretends to be asleep during his haircut; (3)The man points out the cameras and explains it to the barber; (4)The man appears to fall out of the chair.	1->2->4->3	['3->2->1->4', '1->3->2->4', '2->1->3->4', '1->2->4->3']	1619	The correct chronological order of the events is: (1) The man in red	1.0
order	video/5_order	490.02	order_324.mp4	Can you tell me which option represents the actual order of actions shown in the video?	cooking sausages --> jetskiing --> stomping grapes --> cleaning toilet	['cooking sausages --> cleaning toilet --> jetskiing --> stomping grapes', 'cooking sausages --> jetskiing --> stomping grapes --> cleaning toilet', 'cleaning toilet --> jetskiing --> stomping grapes --> cooking sausages', 'jetskiing --> stomping grapes --> cleaning toilet --> cooking sausages']	1620	(D) jetskiing --> stomping grapes --> cleaning toilet --> cooking saus	1.0
order	video/5_order	673.61	order_46.mp4	Arrange the following events from the video in the correct chronological order: (1)The man in red cap stands outside a barbershop talking; (2)The man pretends to be asleep during his haircut; (3)The man points out the cameras and explains it to the barber; (4)The man appears to fall out of the chair.	1->2->4->3	['2->1->3->4', '3->2->1->4', '1->2->4->3', '1->3->2->4']	1621	(C) 1->2->4->3	1.0
order	video/5_order	245.11	order_218.mp4	Can you tell me which option represents the actual order of actions shown in the video?	carving pumpkin --> clean and jerk --> javelin throw --> cooking sausages	['javelin throw --> clean and jerk --> cooking sausages --> carving pumpkin', 'carving pumpkin --> clean and jerk --> javelin throw --> cooking sausages', 'cooking sausages --> javelin throw --> clean and jerk --> carving pumpkin', 'javelin throw --> carving pumpkin --> clean and jerk --> cooking sausages']	1622	(D) javelin throw --> carving pumpkin --> clean and jerk --> cooking saus	1.0
